Well,x,y,MD,Z,PTI_TVT,DeltaCase,DeltaPressure
51,-4617.939999999944,6378.530000000261,2778.13,-2413.83,12.24,L18minusL16,-748.2399999999998
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,S02minusS92,-970.5799999999999
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,S12minusS92,-2554.74
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,S12minusS02,-1584.1599999999999
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L6minusL1,-1708.4599999999996
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L12minusL1,-1607.9799999999996
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L14minusL1,-1637.3099999999995
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L16minusL1,-1263.6499999999996
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL1,-2071.2799999999997
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL6,-362.82000000000016
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L14minusL12,-29.329999999999927
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL12,-463.3000000000002
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL14,-433.97000000000025
52,-3935.7600000000093,10478.570000000298,4249.41,-2547.26,6.0,L18minusL16,-807.6300000000001
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,S02minusS92,-836.9300000000003
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,S12minusS92,-1550.0
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,S12minusS02,-713.0699999999997
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L6minusL1,-184.05000000000018
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L12minusL1,-470.8299999999999
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L14minusL1,-602.5300000000002
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL1,-643.6800000000003
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL1,-692.23
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L12minusL6,-286.77999999999975
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L14minusL6,-418.48
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL6,-459.6300000000001
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL6,-508.17999999999984
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L14minusL12,-131.70000000000027
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL12,-172.85000000000036
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL12,-221.4000000000001
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L16minusL14,-41.15000000000009
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL14,-89.69999999999982
53,-4224.859999999986,9041.129999999888,5735.16,-2479.35,1.0,L18minusL16,-48.54999999999973
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,S02minusS92,-622.3900000000003
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,S12minusS92,-1508.4900000000007
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,S12minusS02,-886.1000000000004
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L6minusL1,-512.2299999999996
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L12minusL1,-963.9299999999994
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L14minusL1,-672.0499999999993
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L16minusL1,-714.7999999999993
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL1,-793.0499999999993
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L12minusL6,-451.6999999999998
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L14minusL6,-159.8199999999997
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L16minusL6,-202.5699999999997
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL6,-280.8199999999997
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L16minusL14,-42.75
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL14,-121.0
54,-1714.7700000000186,10252.820000000298,4652.56,-2530.0,10.0,L18minusL16,-78.25
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,S02minusS92,-409.3199999999997
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,S12minusS92,-1129.96
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,S12minusS02,-720.6400000000003
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L6minusL1,-73.01000000000022
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L12minusL1,-367.47999999999956
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L14minusL1,-632.4899999999998
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L16minusL1,-671.1000000000004
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L18minusL1,-875.96
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L12minusL6,-294.46999999999935
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L14minusL6,-559.4799999999996
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L16minusL6,-598.0900000000001
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L18minusL6,-802.9499999999998
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L14minusL12,-265.0100000000002
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L16minusL12,-303.6200000000008
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L18minusL12,-508.4800000000005
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L16minusL14,-38.61000000000058
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L18minusL14,-243.47000000000025
55,-2767.75,12603.639999999665,4233.85,-2680.06,5.0,L18minusL16,-204.85999999999967
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,S02minusS92,-731.8499999999999
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,S12minusS92,-1751.4199999999996
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,S12minusS02,-1019.5699999999997
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L6minusL1,-421.3600000000001
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L16minusL1,-22.11999999999989
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L18minusL1,-364.2000000000003
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L14minusL12,-140.26000000000022
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L16minusL12,-198.57999999999993
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L18minusL12,-540.6600000000003
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L16minusL14,-58.31999999999971
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L18minusL14,-400.4000000000001
56,-5476.900000000023,6635.8300000000745,3236.91,-2433.9,26.0,L18minusL16,-342.0800000000004
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,S02minusS92,-2549.6299999999997
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,S12minusS92,-1177.5299999999997
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L12minusL6,-1153.3500000000004
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L14minusL6,-1080.7200000000003
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L16minusL6,-1133.6800000000003
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L18minusL6,-1256.7700000000004
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L18minusL12,-103.42000000000007
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L16minusL14,-52.960000000000036
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L18minusL14,-176.05000000000018
57,-2607.780000000028,9924.830000000075,3932.6,-2513.71,13.0,L18minusL16,-123.09000000000015
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,S02minusS92,-932.6199999999999
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,S12minusS92,-173.22999999999956
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL1,-665.5999999999999
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL6,-722.4500000000003
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL12,-745.2500000000005
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L16minusL14,-6.829999999999927
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL14,-791.1799999999998
58,-5560.660000000033,8451.080000000075,3156.94,-2511.58,31.06,L18minusL16,-784.3499999999999
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,S02minusS92,-930.8299999999999
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,S12minusS92,-3123.89
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,S12minusS02,-2193.06
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L6minusL1,-361.52999999999975
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L12minusL1,-1438.0099999999998
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L14minusL1,-1420.0699999999997
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L16minusL1,-1216.7499999999995
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L18minusL1,-1206.9099999999999
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L12minusL6,-1076.48
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L14minusL6,-1058.54
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L16minusL6,-855.2199999999998
59,-4512.729999999981,4663.4199999999255,3840.37,-2468.44,29.0,L18minusL6,-845.3800000000001
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,S02minusS92,-1214.8199999999997
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,S12minusS92,-3237.9199999999996
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,S12minusS02,-2023.1
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L6minusL1,-73.23000000000002
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L12minusL1,-816.5
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L14minusL1,-927.1599999999999
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L16minusL1,-780.3200000000002
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L18minusL1,-833.2200000000003
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L12minusL6,-743.27
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L14minusL6,-853.9299999999998
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L16minusL6,-707.0900000000001
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L18minusL6,-759.9900000000002
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L14minusL12,-110.65999999999985
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L18minusL12,-16.720000000000255
60,-4424.310000000056,4141.129999999888,4373.91,-2511.32,9.0,L18minusL16,-52.90000000000009
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,S02minusS92,-315.71000000000004
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,S12minusS92,-2100.2200000000003
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,S12minusS02,-1784.5100000000002
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L6minusL1,-77.86999999999989
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L14minusL1,-1530.5100000000002
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL1,-1560.71
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL1,-2445.6800000000003
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L14minusL6,-1452.6400000000003
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL6,-1482.8400000000001
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL6,-2367.8100000000004
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L14minusL12,-1536.3900000000003
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL12,-1566.5900000000001
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL12,-2451.5600000000004
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L16minusL14,-30.199999999999818
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL14,-915.1699999999998
61,-5597.329999999958,5448.160000000149,3481.85,-2454.97,45.96,L18minusL16,-884.97
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,S02minusS92,-506.3100000000004
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,S12minusS92,-1914.5600000000004
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,S12minusS02,-1408.25
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L6minusL1,-673.0500000000002
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L12minusL1,-1098.0900000000001
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L14minusL1,-1166.08
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L16minusL1,-1084.4300000000003
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L18minusL1,-1012.8699999999999
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L12minusL6,-425.03999999999996
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L14minusL6,-493.02999999999975
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L16minusL6,-411.3800000000001
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L18minusL6,-339.8199999999997
62,-4375.880000000005,8552.549999999814,3203.76,-2444.65,16.0,L14minusL12,-67.98999999999978
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,S02minusS92,-1362.58
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,S12minusS92,-1684.17
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,S12minusS02,-321.59000000000015
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L6minusL1,-106.55000000000018
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L12minusL1,-228.90999999999985
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L14minusL1,-240.82000000000062
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L16minusL1,-254.07999999999993
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L18minusL1,-295.1400000000003
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L12minusL6,-122.35999999999967
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L14minusL6,-134.27000000000044
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L16minusL6,-147.52999999999975
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L18minusL6,-188.59000000000015
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L14minusL12,-11.910000000000764
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L16minusL12,-25.170000000000073
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L18minusL12,-66.23000000000047
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L16minusL14,-13.259999999999309
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L18minusL14,-54.31999999999971
63,-4679.040000000037,9300.860000000335,3392.71,-2520.0,8.45,L18minusL16,-41.0600000000004
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,S02minusS92,-767.5
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,S12minusS92,-793.3399999999992
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,S12minusS02,-25.839999999999236
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L6minusL1,-54.0300000000002
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L12minusL1,-108.53999999999996
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L14minusL1,-13.650000000000091
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L18minusL1,-233.69000000000005
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L12minusL6,-54.50999999999976
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L18minusL6,-179.65999999999985
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L18minusL12,-125.15000000000009
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L18minusL14,-220.03999999999996
64,-6150.589999999967,7514.4000000003725,3237.01,-2513.64,45.05,L18minusL16,-276.6699999999996
65,-6579.859999999986,4391.2400000002235,4807.69,-2501.57,3.0,S02minusS92,-3146.36
65,-6579.859999999986,4391.2400000002235,4807.69,-2501.57,3.0,S12minusS92,-2815.32
65,-6579.859999999986,4391.2400000002235,4807.69,-2501.57,3.0,L6minusL1,-60.600000000000364
65,-6579.859999999986,4391.2400000002235,4807.69,-2501.57,3.0,L12minusL1,-73.30000000000018
65,-6579.859999999986,4391.2400000002235,4807.69,-2501.57,3.0,L12minusL6,-12.699999999999818
65,-6579.859999999986,4391.2400000002235,4807.69,-2501.57,3.0,L18minusL14,-153.26999999999998
65,-6579.859999999986,4391.2400000002235,4807.69,-2501.57,3.0,L18minusL16,-229.7800000000002
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,S02minusS92,-700.5799999999999
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,S12minusS92,-1172.67
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,S12minusS02,-472.09000000000015
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L12minusL1,-274.0500000000002
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L14minusL1,-540.6400000000003
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L16minusL1,-521.4300000000003
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L18minusL1,-647.71
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L12minusL6,-309.6700000000001
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L14minusL6,-576.2600000000002
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L16minusL6,-557.0500000000002
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L18minusL6,-683.3299999999999
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L14minusL12,-266.59000000000015
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L16minusL12,-247.3800000000001
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L18minusL12,-373.65999999999985
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L18minusL14,-107.06999999999971
66,-1627.570000000007,6969.030000000261,4018.91,-2583.79,9.71,L18minusL16,-126.27999999999975
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,S02minusS92,-678.4700000000003
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,S12minusS92,-1087.67
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,S12minusS02,-409.1999999999998
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L6minusL1,-54.25
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L12minusL1,-159.52999999999975
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L14minusL1,-312.5799999999999
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L16minusL1,-367.0599999999995
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L18minusL1,-435.22999999999956
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L12minusL6,-105.27999999999975
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L14minusL6,-258.3299999999999
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L16minusL6,-312.8099999999995
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L18minusL6,-380.97999999999956
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L14minusL12,-153.05000000000018
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L16minusL12,-207.52999999999975
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L18minusL12,-275.6999999999998
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L16minusL14,-54.47999999999956
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L18minusL14,-122.64999999999964
67,-841.2299999999814,9876.679999999702,4051.8,-2575.67,2.0,L18minusL16,-68.17000000000007
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,S02minusS92,-426.5999999999999
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,S12minusS92,-275.80999999999995
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L6minusL1,-68.37999999999965
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL1,-2.0099999999997635
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL12,-54.929999999999836
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L16minusL14,-38.67000000000007
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL14,-318.75
68,-6303.719999999972,8113.3300000000745,3503.43,-2558.96,26.0,L18minusL16,-280.0799999999999
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,S02minusS92,-1014.8699999999999
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,S12minusS92,-1680.54
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,S12minusS02,-665.6700000000001
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L12minusL1,-735.1199999999999
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L14minusL1,-1147.33
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L16minusL1,-793.7399999999998
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L18minusL1,-1275.25
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L12minusL6,-835.0300000000007
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L14minusL6,-1247.2400000000007
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L16minusL6,-893.6500000000005
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L18minusL6,-1375.1600000000008
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L14minusL12,-412.21000000000004
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L16minusL12,-58.61999999999989
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L18minusL12,-540.1300000000001
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L18minusL14,-127.92000000000007
69,-1806.1900000000023,7305.040000000037,4397.99,-2536.04,4.0,L18minusL16,-481.5100000000002
70,-2646.7299999999814,8929.679999999702,3951.4,-2479.77,12.5,S02minusS92,-641.6800000000003
70,-2646.7299999999814,8929.679999999702,3951.4,-2479.77,12.5,S12minusS92,-505.2399999999998
70,-2646.7299999999814,8929.679999999702,3951.4,-2479.77,12.5,L6minusL1,-32.76000000000022
70,-2646.7299999999814,8929.679999999702,3951.4,-2479.77,12.5,L18minusL14,-48.289999999999964
70,-2646.7299999999814,8929.679999999702,3951.4,-2479.77,12.5,L18minusL16,-59.44999999999982
71,-2277.4799999999814,9952.519999999553,5055.59,-2542.83,8.0,S02minusS92,-3058.3700000000003
71,-2277.4799999999814,9952.519999999553,5055.59,-2542.83,8.0,S12minusS92,-3787.3400000000006
71,-2277.4799999999814,9952.519999999553,5055.59,-2542.83,8.0,S12minusS02,-728.9700000000003
71,-2277.4799999999814,9952.519999999553,5055.59,-2542.83,8.0,L6minusL1,-126.22999999999956
71,-2277.4799999999814,9952.519999999553,5055.59,-2542.83,8.0,L12minusL1,-29.229999999999563
71,-2277.4799999999814,9952.519999999553,5055.59,-2542.83,8.0,L18minusL16,-89.90000000000009
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,S02minusS92,-799.54
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,S12minusS92,-1432.02
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,S12minusS02,-632.48
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L6minusL1,-131.38999999999987
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L12minusL1,-256.64999999999964
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L14minusL1,-483.7199999999998
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L16minusL1,-449.46000000000004
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL1,-581.1199999999999
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L12minusL6,-125.25999999999976
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L14minusL6,-352.3299999999999
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L16minusL6,-318.07000000000016
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL6,-449.73
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L14minusL12,-227.07000000000016
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L16minusL12,-192.8100000000004
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL12,-324.47000000000025
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL14,-97.40000000000009
72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL16,-131.65999999999985
73,-4979.349999999977,5101.0999999996275,3668.23,-2438.17,3.0,S02minusS92,-855.1599999999999
73,-4979.349999999977,5101.0999999996275,3668.23,-2438.17,3.0,S12minusS92,-1979.7099999999996
73,-4979.349999999977,5101.0999999996275,3668.23,-2438.17,3.0,S12minusS02,-1124.5499999999997
73,-4979.349999999977,5101.0999999996275,3668.23,-2438.17,3.0,L6minusL1,-307.09000000000015
73,-4979.349999999977,5101.0999999996275,3668.23,-2438.17,3.0,L12minusL1,-494.6700000000001
