Well,x,y,MD,Z,PTI_TVT,DeltaCase,DeltaPressure
93,-5085.689999999944,7429.030000000261,2842.33,-2420.99,47.0,L16minusL14,-65.55999999999995
93,-5085.689999999944,7429.030000000261,2842.33,-2420.99,47.0,L18minusL14,-352.46000000000004
93,-5085.689999999944,7429.030000000261,2842.33,-2420.99,47.0,L18minusL16,-286.9000000000001
94,-4782.760000000009,6344.519999999553,2678.98,-2424.82,29.36,S02minusS92,-966.29
94,-4782.760000000009,6344.519999999553,2678.98,-2424.82,29.36,S12minusS92,-927.5899999999997
94,-4782.760000000009,6344.519999999553,2678.98,-2424.82,29.36,L6minusL1,-101.42999999999984
94,-4782.760000000009,6344.519999999553,2678.98,-2424.82,29.36,L14minusL12,-48.13999999999987
94,-4782.760000000009,6344.519999999553,2678.98,-2424.82,29.36,L18minusL12,-82.33999999999969
94,-4782.760000000009,6344.519999999553,2678.98,-2424.82,29.36,L18minusL14,-34.19999999999982
94,-4782.760000000009,6344.519999999553,2678.98,-2424.82,29.36,L18minusL16,-150.9699999999998
95,-4975.75,7009.370000000112,2570.96,-2411.08,49.1,S02minusS92,-1207.33
95,-4975.75,7009.370000000112,2570.96,-2411.08,49.1,S12minusS92,-1049.48
95,-4975.75,7009.370000000112,2570.96,-2411.08,49.1,L6minusL1,-134.73000000000002
95,-4975.75,7009.370000000112,2570.96,-2411.08,49.1,L14minusL12,-1876.7999999999997
95,-4975.75,7009.370000000112,2570.96,-2411.08,49.1,L16minusL12,-2022.5999999999995
95,-4975.75,7009.370000000112,2570.96,-2411.08,49.1,L18minusL12,-1868.2499999999995
95,-4975.75,7009.370000000112,2570.96,-2411.08,49.1,L16minusL14,-145.79999999999973
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,S02minusS92,-761.0300000000002
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,S12minusS92,-1049.2600000000002
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,S12minusS02,-288.23
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L6minusL1,-98.65999999999985
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L12minusL1,-190.29999999999973
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L14minusL1,-198.63999999999987
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L16minusL1,-211.75999999999976
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L18minusL1,-232.29999999999973
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L12minusL6,-91.63999999999987
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L14minusL6,-99.98000000000002
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L16minusL6,-113.09999999999991
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L18minusL6,-133.63999999999987
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L14minusL12,-8.340000000000146
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L16minusL12,-21.460000000000036
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L18minusL12,-42.0
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L16minusL14,-13.11999999999989
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L18minusL14,-33.659999999999854
96,-3781.0200000000186,6567.269999999553,3061.57,-2428.44,14.0,L18minusL16,-20.539999999999964
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,S02minusS92,-2227.22
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,S12minusS92,-2392.8499999999995
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,S12minusS02,-165.62999999999965
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,L6minusL1,-107.68000000000029
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,L12minusL1,-337.7800000000002
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,L14minusL1,-238.80999999999995
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,L12minusL6,-230.0999999999999
97,-3844.179999999993,5219.69000000041,3365.47,-2463.76,24.0,L14minusL6,-131.12999999999965
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,S02minusS92,-409.6599999999994
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,S12minusS92,-2393.0699999999997
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,S12minusS02,-1983.4100000000003
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L6minusL1,-857.5999999999999
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L12minusL1,-1476.9299999999998
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L14minusL1,-1529.6999999999998
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L16minusL1,-1292.12
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L18minusL1,-1074.29
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L12minusL6,-619.3299999999999
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L14minusL6,-672.0999999999999
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L16minusL6,-434.52
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L18minusL6,-216.69000000000005
98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L14minusL12,-52.76999999999998
99,-3665.4099999999744,8477.669999999925,2970.58,-2418.08,31.65,S02minusS92,-268.73
99,-3665.4099999999744,8477.669999999925,2970.58,-2418.08,31.65,L6minusL1,-97.4699999999998
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,S02minusS92,-1679.1299999999997
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,S12minusS92,-860.7699999999995
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,L14minusL12,-2.780000000000655
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,L16minusL12,-18.110000000000582
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,L18minusL12,-33.030000000000655
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,L16minusL14,-15.329999999999927
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,L18minusL14,-30.25
100,-3290.820000000007,6149.0099999997765,3169.94,-2465.16,11.31,L18minusL16,-14.920000000000073
101,-6767.280000000028,5304.719999999739,4295.17,-2498.21,26.0,S02minusS92,-2427.71
101,-6767.280000000028,5304.719999999739,4295.17,-2498.21,26.0,S12minusS92,-2307.4800000000005
101,-6767.280000000028,5304.719999999739,4295.17,-2498.21,26.0,L12minusL6,-155.59000000000015
101,-6767.280000000028,5304.719999999739,4295.17,-2498.21,26.0,L14minusL6,-176.24000000000024
101,-6767.280000000028,5304.719999999739,4295.17,-2498.21,26.0,L16minusL6,-147.1500000000001
101,-6767.280000000028,5304.719999999739,4295.17,-2498.21,26.0,L14minusL12,-20.65000000000009
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,S02minusS92,-859.5
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,S12minusS92,-422.72000000000025
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L6minusL1,-109.76999999999998
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L14minusL12,-723.0400000000004
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L16minusL12,-1142.4700000000003
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L18minusL12,-989.5100000000002
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L16minusL14,-419.42999999999984
102,-5789.180000000051,5795.019999999553,2476.76,-2444.0,39.16,L18minusL14,-266.4699999999998
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,S02minusS92,-1753.58
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,S12minusS92,-1581.31
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L6minusL1,-107.80999999999995
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L18minusL1,-258.1500000000001
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L18minusL6,-150.34000000000015
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L14minusL12,-1181.4099999999999
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L16minusL12,-1101.6799999999998
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L18minusL12,-1553.75
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L18minusL14,-372.34000000000015
103,-5664.439999999944,5992.950000000186,3163.87,-2431.73,42.5,L18minusL16,-452.07000000000016
104,-4420.420000000042,8121.200000000186,2854.16,-2430.04,46.0,S02minusS92,-926.73
104,-4420.420000000042,8121.200000000186,2854.16,-2430.04,46.0,L6minusL1,-129.01000000000022
104,-4420.420000000042,8121.200000000186,2854.16,-2430.04,46.0,L12minusL1,-180.03999999999996
104,-4420.420000000042,8121.200000000186,2854.16,-2430.04,46.0,L12minusL6,-51.029999999999745
105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,S02minusS92,-1618.67
105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,S12minusS92,-888.96
105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L18minusL12,-602.7199999999998
105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L16minusL14,-3.050000000000182
105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L18minusL14,-628.73
105,-1835.0,8877.69000000041,4535.65,-2480.57,30.0,L18minusL16,-625.6799999999998
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,S02minusS92,-1436.1399999999999
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,S12minusS92,-2539.49
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,S12minusS02,-1103.35
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L6minusL1,-757.9100000000003
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L12minusL1,-1297.2000000000003
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L14minusL1,-1106.2600000000002
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L16minusL1,-517.9400000000005
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L18minusL1,-1738.5700000000006
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L12minusL6,-539.29
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L14minusL6,-348.3499999999999
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L18minusL6,-980.6600000000003
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L18minusL12,-441.37000000000035
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L18minusL14,-632.3100000000004
106,-3576.2299999999814,5407.5,3546.17,-2455.84,23.0,L18minusL16,-1220.63
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,S02minusS92,-1085.9300000000003
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,S12minusS92,-1967.1500000000005
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,S12minusS02,-881.2200000000003
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L6minusL1,-91.99000000000069
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L12minusL1,-617.0600000000004
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L14minusL1,-951.4900000000007
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L16minusL1,-1075.21
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L18minusL1,-1222.37
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L12minusL6,-525.0699999999997
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L14minusL6,-859.5
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L16minusL6,-983.2199999999993
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L18minusL6,-1130.3799999999992
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L14minusL12,-334.4300000000003
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L16minusL12,-458.14999999999964
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L18minusL12,-605.3099999999995
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L16minusL14,-123.71999999999935
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L18minusL14,-270.8799999999992
107,-5331.020000000019,3295.05999999959,5150.56,-2566.01,14.0,L18minusL16,-147.15999999999985
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,S02minusS92,-1031.8399999999992
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,S12minusS92,-998.2799999999997
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,L6minusL1,-21.960000000000036
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,L14minusL12,-13.210000000000036
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,L16minusL12,-28.55999999999949
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,L18minusL12,-45.029999999999745
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,L16minusL14,-15.349999999999454
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,L18minusL14,-31.81999999999971
108,-2789.820000000007,5650.9199999999255,3571.94,-2488.42,18.08,L18minusL16,-16.470000000000255
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,S02minusS92,-1107.1900000000005
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,S12minusS92,-1807.2799999999997
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,S12minusS02,-700.0899999999992
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L12minusL1,-1526.7800000000007
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L14minusL1,-1502.54
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L16minusL1,-1010.0200000000004
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L18minusL1,-1869.9400000000005
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L12minusL6,-1639.9300000000003
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L14minusL6,-1615.6899999999996
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L16minusL6,-1123.17
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L18minusL6,-1983.0900000000001
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L18minusL12,-343.15999999999985
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L18minusL14,-367.40000000000055
109,-1392.929999999993,8140.55999999959,5336.49,-2552.07,4.0,L18minusL16,-859.9200000000001
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,S02minusS92,-637.6400000000003
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,S12minusS92,-1496.0
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,S12minusS02,-858.3599999999997
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L6minusL1,-92.98000000000047
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L12minusL1,-891.2300000000005
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L14minusL1,-1077.88
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L16minusL1,-786.7300000000005
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L18minusL1,-2367.4000000000005
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L12minusL6,-798.25
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L14minusL6,-984.8999999999996
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L16minusL6,-693.75
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L18minusL6,-2274.42
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L14minusL12,-186.64999999999964
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L18minusL12,-1476.17
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L18minusL14,-1289.5200000000004
110,-2850.8300000000163,11987.400000000373,3595.88,-2626.11,9.0,L18minusL16,-1580.67
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,S02minusS92,-1162.1800000000003
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,S12minusS92,-2238.69
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,S12minusS02,-1076.5099999999998
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L6minusL1,-876.6300000000001
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L12minusL1,-467.52
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L14minusL1,-451.3900000000003
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L16minusL1,-502.48
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L18minusL1,-1050.5
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L18minusL6,-173.8699999999999
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L16minusL12,-34.960000000000036
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L18minusL12,-582.98
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L16minusL14,-51.08999999999969
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L18minusL14,-599.1099999999997
112,-5535.219999999972,7018.139999999665,2754.96,-2445.0,6.12,L18minusL16,-548.02
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,S02minusS92,-1151.5899999999992
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,S12minusS92,-1426.6299999999992
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,S12minusS02,-275.03999999999996
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L6minusL1,-0.8599999999996726
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L14minusL1,-203.48000000000047
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L16minusL1,-211.0600000000004
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L18minusL1,-505.1900000000005
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L14minusL6,-202.6200000000008
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L16minusL6,-210.20000000000073
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L18minusL6,-504.33000000000084
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L14minusL12,-224.25
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L16minusL12,-231.82999999999993
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L18minusL12,-525.96
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L16minusL14,-7.579999999999927
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L18minusL14,-301.71000000000004
113,-1257.460000000021,9432.75,2577.34,-2542.55,0.96,L18minusL16,-294.1300000000001
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,S02minusS92,-846.25
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,S12minusS92,-1762.9800000000005
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,S12minusS02,-916.7300000000005
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L6minusL1,-225.33000000000038
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L12minusL1,-356.5400000000004
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L14minusL1,-448.5500000000002
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L16minusL1,-440.3800000000001
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L18minusL1,-316.19000000000005
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L12minusL6,-131.21000000000004
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L14minusL6,-223.2199999999998
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L16minusL6,-215.04999999999973
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L18minusL6,-90.85999999999967
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L14minusL12,-92.00999999999976
114,-5813.050000000047,6571.0,3112.0,-2445.87,30.0,L16minusL12,-83.83999999999969
115,-2324.8499999999767,9006.110000000335,4210.92,-2488.98,16.0,S02minusS92,-1073.35
115,-2324.8499999999767,9006.110000000335,4210.92,-2488.98,16.0,S12minusS92,-601.7799999999997
115,-2324.8499999999767,9006.110000000335,4210.92,-2488.98,16.0,L18minusL12,-16.149999999999636
115,-2324.8499999999767,9006.110000000335,4210.92,-2488.98,16.0,L18minusL14,-121.40999999999985
115,-2324.8499999999767,9006.110000000335,4210.92,-2488.98,16.0,L18minusL16,-135.6899999999996
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,S02minusS92,-1319.4300000000003
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,S12minusS92,-1141.6100000000001
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L6minusL1,-88.58000000000038
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL1,-72.68000000000029
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L16minusL12,-20.809999999999945
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL12,-274.1100000000001
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L16minusL14,-66.84999999999991
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL14,-320.1500000000001
116,-5803.170000000042,5351.139999999665,3565.35,-2463.47,20.56,L18minusL16,-253.30000000000018
117,-3011.8099999999977,10252.410000000149,4530.44,-2504.99,36.09,S02minusS92,-873.0299999999997
117,-3011.8099999999977,10252.410000000149,4530.44,-2504.99,36.09,L16minusL14,-291.73
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,S02minusS92,-1137.25
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,S12minusS92,-2723.0399999999995
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,S12minusS02,-1585.7899999999995
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L6minusL1,-573.3400000000001
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L12minusL1,-1144.5
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L14minusL1,-1389.0
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L16minusL1,-1475.33
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L18minusL1,-1600.42
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L12minusL6,-571.1599999999999
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L14minusL6,-815.6599999999999
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L16minusL6,-901.9899999999998
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L18minusL6,-1027.08
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L14minusL12,-244.5
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L16minusL12,-330.8299999999999
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L18minusL12,-455.9200000000001
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L16minusL14,-86.32999999999993
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L18minusL14,-211.42000000000007
118,-7032.670000000042,3319.9199999999255,5707.32,-2534.99,16.5,L18minusL16,-125.09000000000015
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,S02minusS92,-932.8999999999996
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,S12minusS92,-1847.67
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,S12minusS02,-914.7700000000004
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L6minusL1,-218.5600000000004
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L12minusL1,-443.2300000000005
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L14minusL1,-620.1800000000003
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L16minusL1,-693.5700000000002
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L18minusL1,-758.1400000000003
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L12minusL6,-224.67000000000007
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L14minusL6,-401.6199999999999
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L16minusL6,-475.00999999999976
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L18minusL6,-539.5799999999999
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L14minusL12,-176.94999999999982
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L16minusL12,-250.3399999999997
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L18minusL12,-314.90999999999985
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L16minusL14,-73.38999999999987
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L18minusL14,-137.96000000000004
119,-4449.170000000042,5439.3499999996275,2466.28,-2439.28,9.94,L18minusL16,-64.57000000000016
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,S02minusS92,-1960.3600000000006
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,S12minusS92,-1257.7200000000003
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,L14minusL12,-23.980000000000473
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,L16minusL12,-30.850000000000364
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,L18minusL12,-504.52000000000044
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,L16minusL14,-6.869999999999891
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,L18minusL14,-480.53999999999996
120,-1848.960000000021,9651.019999999553,5019.96,-2515.1,1.0,L18minusL16,-473.6700000000001
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,S02minusS92,-1138.9899999999998
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,S12minusS92,-2075.19
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,S12minusS02,-936.2000000000003
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,L6minusL1,-297.28999999999996
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,L12minusL1,-517.44
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,L14minusL1,-613.23
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,L16minusL1,-662.25
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,L12minusL6,-220.1500000000001
121,-6472.810000000056,6309.360000000335,3565.03,-2482.37,12.0,L14minusL6,-315.94000000000005
