,Well,x,y,MD,Z,PTI_TVT,DeltaCase,DeltaPressure,co,ai,4D qual Fact
859,70,-2646.729999999981,8929.679999999702,3951.4,-2479.77,12.5,S02minusS92,-641.6800000000002,1.49,21.71,93.67
860,70,-2646.729999999981,8929.679999999702,3951.4,-2479.77,12.5,S12minusS92,-505.23999999999984,1.2,30.42,93.67
861,70,-2646.729999999981,8929.679999999702,3951.4,-2479.77,12.5,L6minusL1,-32.76000000000022,-4.45,2.47,93.67
862,70,-2646.729999999981,8929.679999999702,3951.4,-2479.77,12.5,L18minusL14,-48.28999999999997,-4.15,0.47,93.67
863,70,-2646.729999999981,8929.679999999702,3951.4,-2479.77,12.5,L18minusL16,-59.44999999999982,0.0,0.69,93.67
870,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,S02minusS92,-799.54,6.54,9.43,23.72
871,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,S12minusS92,-1432.02,9.49,11.26,23.72
872,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,S12minusS02,-632.48,3.26,3.01,23.72
873,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L6minusL1,-131.38999999999987,-22.28,0.22,23.72
874,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L12minusL1,-256.64999999999964,-88.51,2.97,23.72
875,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L14minusL1,-483.71999999999986,-111.55,5.0,23.72
876,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L16minusL1,-449.46,-68.17,4.76,23.72
877,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL1,-581.1199999999999,-95.01,6.12,23.72
878,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L12minusL6,-125.25999999999978,-64.92,3.83,23.72
879,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L14minusL6,-352.32999999999987,-90.33,5.93,23.72
880,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L16minusL6,-318.07000000000016,-90.33,5.55,23.72
881,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL6,-449.73,-62.22,7.12,23.72
882,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L14minusL12,-227.07000000000016,-29.51,2.54,23.72
883,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L16minusL12,-192.81000000000043,-11.47,1.91,23.72
884,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL12,-324.47000000000025,-12.89,3.19,23.72
885,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL14,-97.40000000000008,-0.88,2.84,23.72
886,72,-3639.469999999972,6902.339999999851,2653.05,-2402.67,13.6,L18minusL16,-131.65999999999985,-17.52,1.55,23.72
887,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,S02minusS92,-855.1599999999999,5.59,5.86,61.66
888,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,S12minusS92,-1979.71,7.48,12.49,61.66
889,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,S12minusS02,-1124.5499999999997,2.21,7.54,61.66
890,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L6minusL1,-307.0900000000001,-27.3,0.1,61.66
891,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L12minusL1,-494.67000000000013,-38.78,0.2,61.66
892,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L14minusL1,-650.1999999999998,-50.72,1.35,61.66
893,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L16minusL1,-726.9399999999997,-47.68,1.33,61.66
894,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L18minusL1,-798.5499999999997,-63.58,1.23,61.66
895,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L12minusL6,-187.57999999999996,-11.71,0.93,61.66
896,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L14minusL6,-343.1099999999997,-27.9,2.44,61.66
897,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L16minusL6,-419.84999999999945,-27.9,2.44,61.66
898,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L18minusL6,-491.45999999999964,-36.06,2.21,61.66
899,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L14minusL12,-155.52999999999975,-5.25,1.56,61.66
900,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L16minusL12,-232.26999999999958,-14.2,1.53,61.66
901,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L18minusL12,-303.8799999999996,-13.95,1.33,61.66
902,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L16minusL14,-76.73999999999978,-6.18,0.13,61.66
903,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L18minusL14,-148.3499999999999,-7.34,0.03,61.66
904,73,-4979.349999999977,5101.099999999628,3668.23,-2438.17,3.0,L18minusL16,-71.61000000000013,-3.18,0.05,61.66
923,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,S02minusS92,-608.4299999999997,2.41,21.83,100.0
924,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,S12minusS92,-1434.77,5.03,41.79,100.0
925,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,S12minusS02,-826.3400000000001,2.64,20.03,100.0
926,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L6minusL1,-314.6299999999996,-46.73,1.75,100.0
927,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L12minusL1,-737.46,-120.12,16.54,100.0
928,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L14minusL1,-907.7599999999996,-135.95,17.56,100.0
929,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L16minusL1,-914.0,-127.6,17.86,100.0
930,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L18minusL1,-911.71,-145.76,19.67,100.0
931,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L12minusL6,-422.8300000000004,-68.99,14.99,100.0
932,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L14minusL6,-593.1300000000001,-89.31,16.0,100.0
933,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L16minusL6,-599.3700000000002,-89.31,16.3,100.0
934,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L18minusL6,-597.0800000000004,-95.59,18.11,100.0
935,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L14minusL12,-170.29999999999973,-7.7,1.21,100.0
936,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L16minusL12,-176.53999999999996,-8.95,1.31,100.0
937,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L18minusL12,-174.25,-13.32,3.14,100.0
938,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L16minusL14,-6.2400000000002365,-0.45,0.42,100.0
939,75,-3184.109999999986,11050.490000000225,5264.16,-2539.98,36.2,L18minusL14,-3.950000000000273,-3.52,2.12,100.0
940,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,S02minusS92,-1458.86,3.89,20.83,71.26
941,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,S12minusS92,-941.88,4.42,25.49,71.26
942,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,L14minusL12,-2.180000000000291,-7.45,1.32,71.26
943,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,L16minusL12,-17.939999999999603,-16.34,1.5,71.26
944,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,L18minusL12,-33.44999999999982,-8.14,1.97,71.26
945,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,L16minusL14,-15.759999999999307,-15.61,0.89,71.26
946,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,L18minusL14,-31.269999999999534,-14.54,1.25,71.26
947,76,-3123.8800000000047,5992.450000000185,3274.22,-2473.73,22.93,L18minusL16,-15.510000000000217,-2.55,0.46,71.26
948,78,-3884.960000000021,7944.429999999702,2668.66,-2404.0,50.76,S02minusS92,-1051.5500000000004,3.66,7.38,65.87
949,78,-3884.960000000021,7944.429999999702,2668.66,-2404.0,50.76,L6minusL1,-101.65999999999985,-48.83,1.47,65.87
950,79,-4213.25,7207.519999999553,2751.52,-2409.07,12.0,S02minusS92,-1157.0700000000004,5.36,2.21,35.03
951,79,-4213.25,7207.519999999553,2751.52,-2409.07,12.0,S12minusS92,-644.8800000000001,5.96,13.93,35.03
952,79,-4213.25,7207.519999999553,2751.52,-2409.07,12.0,L6minusL1,-85.89000000000033,-32.88,0.17,35.03
953,79,-4213.25,7207.519999999553,2751.52,-2409.07,12.0,L16minusL14,-0.6499999999996362,-9.27,0.17,35.03
954,80,-4409.780000000028,7281.990000000223,2458.17,-2407.07,33.82,S02minusS92,-1139.0700000000004,2.33,9.53,41.67
955,80,-4409.780000000028,7281.990000000223,2458.17,-2407.07,33.82,S12minusS92,-458.71,2.83,14.69,41.67
956,80,-4409.780000000028,7281.990000000223,2458.17,-2407.07,33.82,L6minusL1,-93.32000000000015,-6.95,0.0,41.67
957,80,-4409.780000000028,7281.990000000223,2458.17,-2407.07,33.82,L16minusL14,-58.910000000000316,0.0,0.28,41.67
958,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,S02minusS92,-611.8299999999998,2.24,6.15,79.78
959,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,S12minusS92,-699.2999999999993,3.33,11.79,79.78
960,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,S12minusS02,-87.46999999999935,1.19,6.49,79.78
961,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L6minusL1,-43.650000000000546,-11.1,1.72,79.78
962,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L12minusL1,-39.80000000000018,-11.93,2.34,79.78
963,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L14minusL1,-40.490000000000684,-18.47,1.92,79.78
964,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L16minusL1,-50.9400000000005,-29.62,2.61,79.78
965,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L18minusL1,-56.86000000000058,-15.94,2.57,79.78
966,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L16minusL6,-7.2899999999999645,-6.25,1.5,79.78
967,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L18minusL6,-13.210000000000036,-4.34,1.98,79.78
968,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L14minusL12,-0.6900000000005093,-3.11,0.51,79.78
969,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L16minusL12,-11.14000000000033,-22.27,0.6,79.78
970,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L18minusL12,-17.0600000000004,-2.06,1.33,79.78
971,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L16minusL14,-10.449999999999818,-27.22,0.7,79.78
972,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L18minusL14,-16.36999999999989,-5.61,1.06,79.78
973,81,-2820.789999999979,6896.8499999996275,3134.71,-2467.1,20.41,L18minusL16,-5.920000000000073,0.0,1.06,79.78
974,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,S12minusS92,-1287.9600000000005,3.61,13.86,98.84
975,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,S12minusS02,-2368.18,2.6,7.35,98.84
976,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L6minusL1,-2681.74,-137.79,11.57,98.84
977,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L12minusL1,-2434.62,-135.83,14.58,98.84
978,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L14minusL1,-2042.62,-141.64,14.89,98.84
979,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L16minusL1,-1936.4,-133.11,14.84,98.84
980,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L18minusL1,-2915.31,-172.97,16.53,98.84
981,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L18minusL6,-233.57000000000016,-43.28,11.2,98.84
982,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L18minusL12,-480.69000000000005,-29.21,2.26,98.84
983,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L18minusL14,-872.69,-29.33,2.03,98.84
984,82,-6231.75,3554.4500000001867,5114.57,-2518.68,23.0,L18minusL16,-978.91,-24.79,1.97,98.84
985,83,-2959.0999999999767,7672.990000000223,3053.39,-2443.4,18.45,L6minusL1,-52.78999999999997,-10.51,4.15,70.84
1004,87,-3919.219999999972,6027.879999999887,2857.66,-2418.13,13.91,S02minusS92,-1251.14,5.48,-0.01,9.85
1005,87,-3919.219999999972,6027.879999999887,2857.66,-2418.13,13.91,S12minusS92,-1173.4699999999998,8.12,5.44,9.85
1006,87,-3919.219999999972,6027.879999999887,2857.66,-2418.13,13.91,L6minusL1,-160.23000000000005,-50.38,1.26,9.85
1007,87,-3919.219999999972,6027.879999999887,2857.66,-2418.13,13.91,L12minusL1,-185.2800000000002,-35.16,3.57,9.85
1008,87,-3919.219999999972,6027.879999999887,2857.66,-2418.13,13.91,L12minusL6,-25.050000000000185,-26.63,2.5,9.85
1022,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,S02minusS92,-354.17999999999984,2.4,16.65,73.1
1023,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,S12minusS92,-2667.13,6.32,26.29,73.1
1024,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,S12minusS02,-2312.95,3.74,11.88,73.1
1025,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L6minusL1,-964.4699999999997,-114.51,6.69,73.1
1026,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L12minusL1,-1630.0,-132.49,9.82,73.1
1027,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L14minusL1,-1756.67,-157.59,11.03,73.1
1028,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L16minusL1,-1483.16,-161.85,10.76,73.1
1029,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L18minusL1,-1260.34,-173.15,11.39,73.1
1030,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L12minusL6,-665.5300000000002,-23.44,3.36,73.1
1031,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L14minusL6,-792.2000000000003,-55.23,4.74,73.1
1032,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L16minusL6,-518.6900000000003,-55.23,4.53,73.1
1033,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L18minusL6,-295.8700000000001,-68.71,5.13,73.1
1034,89,-4484.75,8211.990000000225,3209.23,-2429.65,55.23,L14minusL12,-126.67000000000007,-18.05,1.58,73.1
1035,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,S02minusS92,-1012.67,3.39,4.91,77.9
1036,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,S12minusS92,-1629.9100000000005,5.4,6.72,77.9
1037,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,S12minusS02,-617.2400000000002,2.06,1.96,77.9
1038,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L6minusL1,-179.76000000000022,-37.04,0.27,77.9
1039,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L12minusL1,-488.47000000000025,-60.58,0.82,77.9
1040,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L14minusL1,-562.5900000000001,-61.12,1.43,77.9
1041,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L16minusL1,-552.2000000000003,-67.99,2.32,77.9
1042,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L18minusL1,-608.69,-81.37,2.15,77.9
1043,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L12minusL6,-308.7100000000001,-21.54,0.54,77.9
1044,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L14minusL6,-382.82999999999987,-26.45,1.15,77.9
1045,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L16minusL6,-372.44000000000005,-26.45,2.06,77.9
1046,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L18minusL6,-428.92999999999984,-43.55,1.9,77.9
1047,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L14minusL12,-74.11999999999989,-0.44,0.61,77.9
1048,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L16minusL12,-63.73000000000002,-9.76,1.48,77.9
1049,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L18minusL12,-120.21999999999979,-10.55,1.4,77.9
1050,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L18minusL14,-46.0999999999999,-15.46,0.89,77.9
1051,90,-5510.040000000036,7807.349999999627,4252.39,-2490.43,2.0,L18minusL16,-56.48999999999978,-1.79,0.05,77.9
1052,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,S02minusS92,-563.7099999999991,3.31,5.03,71.6
1053,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,S12minusS92,-817.7099999999991,4.51,5.65,71.6
1054,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,S12minusS02,-254.0,1.39,1.05,71.6
1055,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L6minusL1,-74.05999999999949,-25.75,0.19,71.6
1056,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L12minusL1,-157.69999999999982,-44.2,1.38,71.6
1057,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L14minusL1,-202.54999999999927,-61.06,3.0,71.6
1058,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L16minusL1,-221.93999999999957,-69.57,3.35,71.6
1059,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L18minusL1,-270.4899999999998,-78.64,3.22,71.6
1060,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L12minusL6,-83.64000000000033,-17.04,1.24,71.6
1061,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L14minusL6,-128.48999999999978,-39.15,2.98,71.6
1062,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L16minusL6,-147.8800000000001,-39.15,3.38,71.6
1063,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L18minusL6,-196.4300000000003,-53.46,3.32,71.6
1064,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L14minusL12,-44.849999999999454,-9.28,1.99,71.6
1065,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L16minusL12,-64.23999999999978,-28.48,2.39,71.6
1066,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L18minusL12,-112.78999999999996,-22.73,2.33,71.6
1067,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L16minusL14,-19.390000000000327,-19.23,0.39,71.6
1068,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L18minusL14,-67.94000000000051,-13.28,0.38,71.6
1069,91,-5889.959999999964,7221.929999999702,3531.52,-2491.47,3.0,L18minusL16,-48.55000000000018,-1.07,0.09,71.6
1070,92,-4135.049999999987,6678.5800000000745,2602.91,-2409.04,19.48,S02minusS92,-1166.3500000000004,6.37,5.72,9.11
1071,92,-4135.049999999987,6678.5800000000745,2602.91,-2409.04,19.48,S12minusS92,-1157.9100000000005,7.81,26.64,9.11
1072,92,-4135.049999999987,6678.5800000000745,2602.91,-2409.04,19.48,L6minusL1,-113.54999999999971,-14.79,3.81,9.11
1073,92,-4135.049999999987,6678.5800000000745,2602.91,-2409.04,19.48,L14minusL12,-11.159999999999854,-3.23,3.08,9.11
1074,92,-4135.049999999987,6678.5800000000745,2602.91,-2409.04,19.48,L18minusL12,-53.659999999999854,-10.65,3.43,9.11
1075,92,-4135.049999999987,6678.5800000000745,2602.91,-2409.04,19.48,L18minusL14,-42.5,-17.9,0.57,9.11
1076,92,-4135.049999999987,6678.5800000000745,2602.91,-2409.04,19.48,L18minusL16,-73.4499999999998,-2.4,2.01,9.11
1077,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,S02minusS92,-1382.64,5.06,5.22,60.36
1078,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,S12minusS92,-2101.35,7.62,7.57,60.36
1079,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,S12minusS02,-718.71,2.55,2.39,60.36
1080,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L6minusL1,-431.8600000000001,-32.07,3.27,60.36
1081,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L12minusL1,-280.0100000000002,-38.08,4.39,60.36
1082,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L14minusL1,-426.40000000000015,-40.01,4.92,60.36
1083,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L16minusL1,-491.96,-52.45,3.87,60.36
1084,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L18minusL1,-778.8600000000001,-57.87,3.08,60.36
1085,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L16minusL6,-60.0999999999999,-13.88,0.84,60.36
1086,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L18minusL6,-347.0,-28.8,0.6,60.36
1087,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L14minusL12,-146.38999999999987,-3.19,0.6,60.36
1088,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L16minusL12,-211.94999999999985,-19.24,0.08,60.36
1089,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L18minusL12,-498.84999999999985,-14.81,0.0,60.36
1090,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L16minusL14,-65.55999999999995,-18.62,0.0,60.36
1091,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L18minusL14,-352.4600000000001,-13.58,0.03,60.36
1092,93,-5085.689999999944,7429.030000000262,2842.33,-2420.99,47.0,L18minusL16,-286.9000000000001,0.0,0.08,60.36
1100,95,-4975.75,7009.370000000113,2570.96,-2411.08,49.1,S02minusS92,-1207.33,4.8,2.34,46.86
1101,95,-4975.75,7009.370000000113,2570.96,-2411.08,49.1,S12minusS92,-1049.48,6.26,5.5,46.86
1102,95,-4975.75,7009.370000000113,2570.96,-2411.08,49.1,L6minusL1,-134.73000000000002,-35.28,1.11,46.86
1103,95,-4975.75,7009.370000000113,2570.96,-2411.08,49.1,L14minusL12,-1876.8,-3.06,1.79,46.86
1104,95,-4975.75,7009.370000000113,2570.96,-2411.08,49.1,L16minusL12,-2022.5999999999995,-29.46,2.4,46.86
1105,95,-4975.75,7009.370000000113,2570.96,-2411.08,49.1,L18minusL12,-1868.2499999999993,-14.34,2.56,46.86
1106,95,-4975.75,7009.370000000113,2570.96,-2411.08,49.1,L16minusL14,-145.79999999999973,-29.32,0.82,46.86
1107,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,S02minusS92,-761.0300000000003,7.69,7.03,7.0
1108,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,S12minusS92,-1049.2600000000002,10.32,23.6,7.0
1109,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,S12minusS02,-288.23,2.73,17.48,7.0
1110,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L6minusL1,-98.65999999999985,-29.92,0.29,7.0
1111,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L12minusL1,-190.29999999999973,-45.62,3.66,7.0
1112,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L14minusL1,-198.63999999999987,-72.2,6.23,7.0
1113,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L16minusL1,-211.75999999999974,-45.25,3.39,7.0
1114,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L18minusL1,-232.29999999999973,-72.31,5.05,7.0
1115,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L12minusL6,-91.63999999999987,-15.3,4.04,7.0
1116,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L14minusL6,-99.98000000000002,-49.03,6.85,7.0
1117,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L16minusL6,-113.09999999999992,-49.03,4.0,7.0
1118,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L18minusL6,-133.63999999999987,-47.18,5.63,7.0
1119,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L14minusL12,-8.340000000000147,-22.54,2.9,7.0
1120,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L16minusL12,-21.460000000000036,-11.07,0.45,7.0
1121,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L18minusL12,-42.0,-26.68,1.67,7.0
1122,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L16minusL14,-13.11999999999989,-1.37,0.05,7.0
1123,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L18minusL14,-33.659999999999854,-9.1,0.13,7.0
1124,96,-3781.020000000018,6567.269999999553,3061.57,-2428.44,14.0,L18minusL16,-20.539999999999964,-14.86,1.75,7.0
1125,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,S02minusS92,-2227.22,4.28,23.88,50.06
1126,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,S12minusS92,-2392.8499999999995,6.37,33.69,50.06
1127,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,S12minusS02,-165.62999999999963,2.43,10.57,50.06
1128,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,L6minusL1,-107.68000000000029,-4.58,0.0,50.06
1129,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,L12minusL1,-337.7800000000002,-43.0,0.0,50.06
1130,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,L14minusL1,-238.80999999999997,-64.93,0.5,50.06
1131,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,L12minusL6,-230.09999999999994,-34.76,0.59,50.06
1132,97,-3844.1799999999935,5219.69000000041,3365.47,-2463.76,24.0,L14minusL6,-131.12999999999963,-62.91,1.78,50.06
1133,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,S02minusS92,-409.6599999999994,2.74,14.02,71.59
1134,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,S12minusS92,-2393.07,6.55,25.4,71.59
1135,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,S12minusS02,-1983.4100000000005,3.82,12.37,71.59
1136,98,-4490.880000000005,8143.5,2794.35,-2423.84,53.82,L6minusL1,-857.5999999999998,-79.02,3.8,71.59
