,Well,x,y,MD,Z,PTI_TVT,DeltaCase,DeltaPressure,co,ai,4D qual Fact
272,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L12minusL1,-190.38000000000008,-11.64,0.0,95.36
273,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L14minusL1,-276.88000000000005,-16.94,0.11,95.36
274,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L16minusL1,-317.1400000000003,-2.94,0.34,95.36
275,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L18minusL1,-360.53000000000077,-9.43,0.61,95.36
276,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L12minusL6,-108.11999999999986,-3.74,0.0,95.36
277,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L14minusL6,-194.61999999999992,-12.44,0.06,95.36
278,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L16minusL6,-234.88000000000008,-12.44,0.48,95.36
279,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L18minusL6,-278.27000000000044,-3.33,0.78,95.36
280,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L14minusL12,-86.5,-0.53,1.01,95.36
281,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L16minusL12,-126.7600000000002,0.0,1.51,95.36
282,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L18minusL12,-170.15000000000055,0.0,1.81,95.36
283,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L16minusL14,-40.26000000000022,0.0,0.51,95.36
284,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L18minusL14,-83.65000000000055,0.0,0.8,95.36
285,23,-7052.650000000023,7333.25,4149.6,-2593.76,7.56,L18minusL16,-43.39000000000033,-2.37,0.3,95.36
286,24,-2408.6300000000047,8705.019999999553,3756.4,-2465.99,29.5,S02minusS92,-365.81,2.51,16.41,97.33
287,24,-2408.6300000000047,8705.019999999553,3756.4,-2465.99,29.5,L18minusL14,-101.71000000000004,-4.83,0.12,97.33
288,24,-2408.6300000000047,8705.019999999553,3756.4,-2465.99,29.5,L18minusL16,-111.98000000000047,-4.81,0.06,97.33
299,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,S02minusS92,-793.8899999999999,3.21,0.16,47.52
300,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,S12minusS92,-718.8600000000001,4.09,0.57,47.52
301,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,L6minusL1,-146.76000000000022,-55.29,0.46,47.52
302,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,L14minusL12,-1674.2099999999994,-1.54,1.09,47.52
303,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,L16minusL12,-1822.29,-25.89,3.15,47.52
304,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,L18minusL12,-1682.5299999999993,-14.08,6.19,47.52
305,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,L16minusL14,-148.08000000000038,-23.6,2.5,47.52
306,26,-5079.380000000005,6904.549999999815,2609.74,-2411.09,47.35,L18minusL14,-8.320000000000164,-12.7,5.61,47.52
307,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,S02minusS92,-1197.81,2.43,9.7,39.09
308,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,S12minusS92,-876.0900000000001,2.8,11.2,39.09
309,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,L6minusL1,-107.48000000000002,-20.92,0.86,39.09
310,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,L14minusL12,-151.2800000000002,-8.42,3.15,39.09
311,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,L16minusL12,-189.80000000000015,-40.47,4.85,39.09
312,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,L18minusL12,-182.34000000000012,-22.4,4.35,39.09
313,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,L16minusL14,-38.519999999999975,-31.66,1.83,39.09
314,27,-4679.589999999967,7051.5,2594.11,-2411.79,62.6,L18minusL14,-31.05999999999995,-14.4,1.42,39.09
315,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,S02minusS92,-697.29,1.81,0.52,91.84
316,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,S12minusS92,-1199.75,3.32,0.43,91.84
317,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,S12minusS02,-502.46,2.3,0.22,91.84
318,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L6minusL1,-101.1999999999998,-20.33,0.0,91.84
319,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L12minusL1,-251.79,-34.64,0.0,91.84
320,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L14minusL1,-377.4299999999994,-37.18,0.0,91.84
321,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L16minusL1,-436.84000000000015,-26.0,0.0,91.84
322,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L18minusL1,-485.9499999999999,-43.82,0.0,91.84
323,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L12minusL6,-150.59000000000015,-12.11,0.0,91.84
324,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L14minusL6,-276.22999999999956,-20.15,0.0,91.84
325,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L16minusL6,-335.6400000000003,-20.15,0.01,91.84
326,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L18minusL6,-384.75,-23.38,0.0,91.84
327,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L14minusL12,-125.63999999999943,-1.32,0.08,91.84
328,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L16minusL12,-185.05000000000015,-2.12,0.3,91.84
329,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L18minusL12,-234.15999999999985,-3.5,0.17,91.84
330,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L16minusL14,-59.41000000000077,-0.01,0.22,91.84
331,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L18minusL14,-108.52000000000044,-1.59,0.09,91.84
332,28,-6805.260000000008,6193.610000000334,3892.02,-2524.88,6.42,L18minusL16,-49.10999999999967,-0.55,0.0,91.84
333,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,S02minusS92,-1456.0299999999993,4.23,4.37,59.78
334,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,S12minusS92,-2088.68,5.97,10.28,59.78
335,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,S12minusS02,-632.6500000000002,2.08,6.16,59.78
336,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L6minusL1,-168.40999999999985,-22.04,0.03,59.78
337,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L12minusL1,-28.389999999999876,-25.11,0.21,59.78
338,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L14minusL1,-142.15999999999985,-29.67,0.11,59.78
339,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L16minusL1,-201.69000000000003,-45.75,0.04,59.78
340,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L18minusL1,-254.19000000000003,-55.85,0.31,59.78
341,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L16minusL6,-33.2800000000002,-11.74,0.12,59.78
342,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L18minusL6,-85.7800000000002,-34.48,0.53,59.78
343,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L14minusL12,-113.76999999999998,-0.41,0.08,59.78
344,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L16minusL12,-173.30000000000018,-24.14,0.12,59.78
345,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L18minusL12,-225.80000000000015,-23.86,0.42,59.78
346,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L16minusL14,-59.5300000000002,-25.03,0.05,59.78
347,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L18minusL14,-112.03000000000021,-25.2,0.39,59.78
348,29,-4893.319999999949,5339.879999999887,3420.55,-2430.71,7.0,L18minusL16,-52.5,-0.58,0.48,59.78
349,30,-2463.950000000012,9431.790000000035,4496.58,-2509.56,16.0,S02minusS92,-2058.38,3.31,15.06,94.69
350,30,-2463.950000000012,9431.790000000035,4496.58,-2509.56,16.0,S12minusS92,-2716.46,3.44,23.19,94.69
351,30,-2463.950000000012,9431.790000000035,4496.58,-2509.56,16.0,S12minusS02,-658.0799999999998,0.25,8.18,94.69
352,30,-2463.950000000012,9431.790000000035,4496.58,-2509.56,16.0,L6minusL1,-150.71000000000004,-11.86,3.69,94.69
353,30,-2463.950000000012,9431.790000000035,4496.58,-2509.56,16.0,L18minusL16,-143.05999999999997,-1.16,0.6,94.69
354,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,S02minusS92,-1846.5799999999995,3.63,11.75,93.99
355,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,S12minusS92,-2510.26,3.97,17.19,93.99
356,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,S12minusS02,-663.6800000000002,0.17,5.67,93.99
357,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,L6minusL1,-331.27999999999975,-12.21,2.63,93.99
358,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,L12minusL1,-134.6199999999999,0.0,2.31,93.99
359,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,L14minusL1,-54.110000000000134,-3.07,1.89,93.99
360,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,L18minusL1,-58.19000000000007,-2.57,3.27,93.99
361,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,L18minusL14,-4.079999999999926,-0.01,1.39,93.99
362,31,-2480.450000000012,9374.080000000076,4436.48,-2507.17,14.0,L18minusL16,-151.3499999999999,-2.29,0.64,93.99
363,32,-7036.939999999944,5471.349999999628,4611.2,-2509.72,12.0,S02minusS92,-2498.08,5.54,29.03,87.05
364,32,-7036.939999999944,5471.349999999628,4611.2,-2509.72,12.0,S12minusS92,-2458.29,6.68,36.24,87.05
365,32,-7036.939999999944,5471.349999999628,4611.2,-2509.72,12.0,L12minusL1,-181.38999999999987,-31.61,3.51,87.05
366,32,-7036.939999999944,5471.349999999628,4611.2,-2509.72,12.0,L14minusL1,-118.58999999999969,-44.33,4.66,87.05
367,32,-7036.939999999944,5471.349999999628,4611.2,-2509.72,12.0,L12minusL6,-213.23,-29.9,1.4,87.05
368,32,-7036.939999999944,5471.349999999628,4611.2,-2509.72,12.0,L14minusL6,-150.42999999999984,-46.78,2.52,87.05
369,32,-7036.939999999944,5471.349999999628,4611.2,-2509.72,12.0,L16minusL6,-10.289999999999964,-46.78,6.54,87.05
370,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,S02minusS92,-379.92000000000013,2.77,0.0,100.0
371,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,S12minusS92,-839.5699999999997,4.26,1.93,100.0
372,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,S12minusS02,-459.6499999999997,1.53,3.18,100.0
373,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L6minusL1,-56.03999999999997,-10.98,1.2,100.0
374,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L12minusL1,-269.0600000000004,-40.86,5.96,100.0
375,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L14minusL1,-394.4300000000003,-61.44,5.29,100.0
376,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L16minusL1,-421.12000000000086,-39.89,5.81,100.0
377,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L18minusL1,-450.0,-60.86,3.85,100.0
378,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L12minusL6,-213.0200000000004,-27.55,4.63,100.0
379,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L14minusL6,-338.3900000000003,-53.73,4.15,100.0
380,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L16minusL6,-365.08000000000084,-53.73,4.82,100.0
381,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L18minusL6,-393.96,-52.34,2.79,100.0
382,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L14minusL12,-125.36999999999986,-11.07,0.34,100.0
383,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L16minusL12,-152.0600000000004,-6.11,0.47,100.0
384,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L18minusL12,-180.93999999999957,-11.0,0.07,100.0
385,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L16minusL14,-26.69000000000051,-1.64,0.96,100.0
386,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L18minusL14,-55.569999999999716,-1.56,0.0,100.0
387,33,-2346.200000000012,7290.969999999738,3557.34,-2493.96,9.82,L18minusL16,-28.8799999999992,-5.8,0.0,100.0
388,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,S02minusS92,-1327.1000000000004,4.33,18.5,66.66
389,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,S12minusS92,-1353.41,5.43,23.12,66.66
390,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,S12minusS02,-26.30999999999949,1.15,4.87,66.66
391,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L6minusL1,-40.36999999999989,-25.66,0.0,66.66
392,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L12minusL1,-70.98999999999978,-59.54,0.07,66.66
393,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L14minusL1,-114.72000000000023,-75.14,0.2,66.66
394,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L16minusL1,-99.38000000000014,-67.22,0.0,66.66
395,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L18minusL1,-146.65999999999985,-79.29,0.01,66.66
396,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L12minusL6,-30.61999999999989,-42.75,0.72,66.66
397,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L14minusL6,-74.35000000000036,-65.74,0.84,66.66
398,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L16minusL6,-59.01000000000022,-65.74,0.5,66.66
399,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L18minusL6,-106.28999999999996,-69.98,0.6,66.66
400,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L14minusL12,-43.730000000000466,-17.41,0.15,66.66
401,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L16minusL12,-28.390000000000327,-28.22,0.0,66.66
402,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L18minusL12,-75.67000000000007,-21.93,0.01,66.66
403,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L18minusL14,-31.9399999999996,-5.14,0.01,66.66
404,34,-3309.390000000014,5366.030000000262,3743.4,-2470.87,28.0,L18minusL16,-47.27999999999975,-6.35,0.1,66.66
421,36,-3975.9400000000014,8519.070000000298,3054.56,-2441.4,8.0,S02minusS92,-873.6599999999999,3.18,-0.02,77.71
422,36,-3975.9400000000014,8519.070000000298,3054.56,-2441.4,8.0,L6minusL1,-113.21000000000004,-16.46,0.0,77.71
436,38,-4201.320000000007,7809.620000000113,3409.85,-2438.68,21.0,S02minusS92,-1145.2599999999998,3.43,7.77,61.3
437,38,-4201.320000000007,7809.620000000113,3409.85,-2438.68,21.0,L6minusL1,-53.3699999999999,-46.41,2.38,61.3
438,38,-4201.320000000007,7809.620000000113,3409.85,-2438.68,21.0,L12minusL1,-2.789999999999964,-60.7,3.96,61.3
439,38,-4201.320000000007,7809.620000000113,3409.85,-2438.68,21.0,L16minusL14,-529.4499999999998,-46.2,2.5,61.3
440,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,S02minusS92,-148.05000000000018,0.39,1.38,100.0
441,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,S12minusS92,-1971.63,0.69,1.37,100.0
442,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,S12minusS02,-1823.58,0.43,0.84,100.0
443,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L6minusL1,-1136.3899999999996,-22.41,1.56,100.0
444,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L12minusL1,-1734.17,-42.52,6.37,100.0
445,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L14minusL1,-1734.5999999999995,-52.33,7.7,100.0
446,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L16minusL1,-1582.13,-47.93,8.94,100.0
447,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L18minusL1,-1962.21,-66.97,8.81,100.0
448,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L12minusL6,-597.7800000000008,-18.38,4.9,100.0
449,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L14minusL6,-598.21,-32.96,6.21,100.0
450,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L16minusL6,-445.7400000000007,-32.96,7.48,100.0
451,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L18minusL6,-825.8200000000006,-44.05,7.35,100.0
452,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L14minusL12,-0.4299999999993816,-0.57,1.31,100.0
453,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L18minusL12,-228.04,-10.48,2.45,100.0
454,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L18minusL14,-227.61000000000058,-8.34,1.15,100.0
455,39,-2266.5599999999977,11071.879999999888,4115.25,-2599.44,6.0,L18minusL16,-380.07999999999987,-1.82,0.06,100.0
456,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,S02minusS92,-34.61999999999989,0.56,0.76,100.0
457,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,S12minusS92,-1661.6899999999994,0.65,0.9,100.0
458,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,S12minusS02,-1627.0699999999995,0.13,0.44,100.0
459,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L6minusL1,-1029.5,-9.33,0.93,100.0
460,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L12minusL1,-1554.2399999999998,-13.47,3.12,100.0
461,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L14minusL1,-1561.4700000000007,-19.65,4.11,100.0
462,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L16minusL1,-1494.6000000000006,-12.72,4.31,100.0
463,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L18minusL1,-1834.29,-30.47,4.87,100.0
464,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L12minusL6,-524.7399999999999,-4.69,2.49,100.0
465,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L14minusL6,-531.9700000000003,-13.29,3.76,100.0
466,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L16minusL6,-465.10000000000036,-13.29,4.03,100.0
467,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L18minusL6,-804.79,-21.98,4.51,100.0
468,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L14minusL12,-7.230000000000472,-0.4,1.39,100.0
469,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L18minusL12,-280.0500000000002,-7.35,2.13,100.0
470,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L18minusL14,-272.8199999999997,-5.84,0.88,100.0
471,40,-2031.820000000007,12096.509999999775,3032.71,-2636.25,12.0,L18minusL16,-339.6899999999996,-3.18,0.72,100.0
472,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,S02minusS92,-667.9099999999999,2.7,1.26,84.85
473,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,S12minusS92,-1356.2399999999998,4.33,1.94,84.85
474,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,S12minusS02,-688.3299999999998,2.17,0.89,84.85
475,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L6minusL1,-240.44999999999985,-17.99,0.49,84.85
476,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L12minusL1,-485.3999999999997,-34.88,1.72,84.85
477,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L14minusL1,-540.5299999999997,-45.43,1.74,84.85
478,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L16minusL1,-556.6499999999996,-59.64,2.85,84.85
479,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L18minusL1,-594.7299999999996,-67.56,2.82,84.85
480,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L12minusL6,-244.94999999999985,-14.71,1.27,84.85
481,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L14minusL6,-300.07999999999987,-29.26,1.48,84.85
482,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L16minusL6,-316.1999999999998,-29.26,2.76,84.85
483,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L18minusL6,-354.27999999999975,-46.4,3.01,84.85
484,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L14minusL12,-55.1300000000001,-4.26,1.29,84.85
485,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L16minusL12,-71.25,-26.9,2.76,84.85
486,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L18minusL12,-109.32999999999993,-19.34,3.11,84.85
487,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L16minusL14,-16.11999999999989,-20.48,1.56,84.85
488,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L18minusL14,-54.19999999999982,-13.64,1.91,84.85
489,41,-5001.439999999944,8506.280000000259,3098.0,-2491.72,0.0,L18minusL16,-38.07999999999993,0.0,0.68,84.85
490,42,-5282.290000000037,9233.280000000259,3884.28,-2563.15,12.0,S02minusS92,-2263.33,3.54,23.8,98.64
491,42,-5282.290000000037,9233.280000000259,3884.28,-2563.15,12.0,S12minusS92,-1352.84,4.13,13.85,98.64
492,42,-5282.290000000037,9233.280000000259,3884.28,-2563.15,12.0,L16minusL14,-0.7100000000000364,0.0,3.47,98.64
493,42,-5282.290000000037,9233.280000000259,3884.28,-2563.15,12.0,L18minusL14,-67.82999999999993,0.0,3.55,98.64
494,42,-5282.290000000037,9233.280000000259,3884.28,-2563.15,12.0,L18minusL16,-67.11999999999989,0.0,0.19,98.64
495,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,S02minusS92,-1777.2600000000002,2.88,18.17,100.0
496,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,S12minusS92,-1273.8100000000004,2.97,22.07,100.0
497,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,L18minusL6,-75.81999999999971,0.0,2.32,100.0
498,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,L14minusL12,-32.60999999999967,-1.81,0.16,100.0
499,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,L16minusL12,-43.98999999999978,-1.72,0.02,100.0
500,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,L18minusL12,-492.1599999999999,-0.08,0.15,100.0
501,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,L16minusL14,-11.38000000000011,-0.23,0.02,100.0
502,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,L18minusL14,-459.5500000000001,0.0,0.1,100.0
503,43,-1548.3400000000256,9711.69000000041,4015.79,-2514.54,10.0,L18minusL16,-448.17000000000013,0.0,0.4,100.0
504,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,S02minusS92,-1090.2599999999998,4.97,16.46,64.32
505,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,S12minusS92,-1977.66,7.72,21.56,64.32
506,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,S12minusS02,-887.4000000000002,2.95,6.1,64.32
507,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L6minusL1,-381.61999999999983,-33.18,3.71,64.32
508,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L12minusL1,-780.8499999999998,-44.15,4.87,64.32
509,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L14minusL1,-815.31,-64.2,5.64,64.32
510,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L16minusL1,-787.48,-94.62,5.34,64.32
511,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L18minusL1,-920.85,-90.83,5.15,64.32
512,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L12minusL6,-399.23,-10.81,1.18,64.32
513,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L14minusL6,-433.69000000000005,-33.96,1.94,64.32
514,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L16minusL6,-405.8600000000001,-33.96,1.85,64.32
515,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L18minusL6,-539.23,-58.08,1.64,64.32
516,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L14minusL12,-34.460000000000036,-15.44,0.78,64.32
517,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L16minusL12,-6.630000000000108,-59.23,0.91,64.32
518,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L18minusL12,-140.0,-38.96,0.69,64.32
519,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L18minusL14,-105.53999999999996,-18.17,0.09,64.32
520,44,-5052.5,7545.400000000371,2446.12,-2421.0,48.03,L18minusL16,-133.3699999999999,0.0,0.03,64.32
521,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,S02minusS92,-737.3699999999994,5.7,12.53,32.9
522,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,S12minusS92,-860.2199999999992,8.68,15.3,32.9
523,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,S12minusS02,-122.84999999999992,3.25,5.47,32.9
524,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L6minusL1,-123.78999999999996,-62.43,1.71,32.9
525,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L12minusL1,-260.27999999999975,-65.15,1.41,32.9
526,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L14minusL1,-10.61999999999989,-84.1,5.05,32.9
527,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L16minusL1,-36.02999999999975,-88.31,5.9,32.9
528,45,-3511.640000000014,6975.900000000373,2725.32,-2420.03,5.34,L18minusL1,-63.8800000000001,-73.11,6.76,32.9
