,x,y,Z,0
279,-7741.439999999944,3726.3300000000745,-2565.11,-984.3279141961302
280,-7741.439999999944,3726.3300000000745,-2565.11,-1579.9674914069835
281,-7741.439999999944,3726.3300000000745,-2565.11,-1287.546483171282
282,-7741.439999999944,3726.3300000000745,-2565.11,-784.7426632150103
283,-7741.439999999944,3726.3300000000745,-2565.11,-978.3824524115886
284,-7741.439999999944,3726.3300000000745,-2565.11,-946.7260524115885
285,-7741.439999999944,3726.3300000000745,-2565.11,-978.3824524115886
286,-7741.439999999944,3726.3300000000745,-2565.11,-1081.354116613083
287,-7741.439999999944,3726.3300000000745,-2565.11,-993.1878318072328
288,-7741.439999999944,3726.3300000000745,-2565.11,-1021.9848208862834
289,-7741.439999999944,3726.3300000000745,-2565.11,-911.731612107805
290,-7741.439999999944,3726.3300000000745,-2565.11,-1008.9094009777667
291,-7741.439999999944,3726.3300000000745,-2565.11,-255.86508419538887
292,-7741.439999999944,3726.3300000000745,-2565.11,-253.3112552971455
293,-7557.359999999987,4595.389999999665,-2535.88,-1842.0119079078224
294,-7557.359999999987,4595.389999999665,-2535.88,-2538.0720521008443
295,-7557.359999999987,4595.389999999665,-2535.88,-1208.9198501975509
296,-7557.359999999987,4595.389999999665,-2535.88,-254.83779289095992
297,-7557.359999999987,4595.389999999665,-2535.88,-269.38122358758375
298,-7557.359999999987,4595.389999999665,-2535.88,-300.797025441463
299,-7557.359999999987,4595.389999999665,-2535.88,-433.9402193333837
300,-7557.359999999987,4595.389999999665,-2535.88,-463.8726949107604
301,-7557.359999999987,4595.389999999665,-2535.88,-238.458714057244
302,-7557.359999999987,4595.389999999665,-2535.88,-257.05879265052744
303,-7557.359999999987,4595.389999999665,-2535.88,-273.4378714842434
304,-7557.359999999987,4595.389999999665,-2535.88,-386.9738714842433
305,-7557.359999999987,4595.389999999665,-2535.88,-238.458714057244
306,-7557.359999999987,4595.389999999665,-2535.88,-238.458714057244
307,-7557.359999999987,4595.389999999665,-2535.88,-238.458714057244
308,-7557.359999999987,4595.389999999665,-2535.88,-288.481907489687
309,-8708.619999999995,1662.2400000002233,-2646.0,-540.7090842726163
310,-8708.619999999995,1662.2400000002233,-2646.0,-803.3531108003941
311,-8708.619999999995,1662.2400000002233,-2646.0,-784.2017245172835
312,-8708.619999999995,1662.2400000002233,-2646.0,-382.93631663824374
313,-8708.619999999995,1662.2400000002233,-2646.0,-399.82559940352786
314,-8708.619999999995,1662.2400000002233,-2646.0,-566.1324143194569
315,-8708.619999999995,1662.2400000002233,-2646.0,-596.768378913574
316,-8708.619999999995,1662.2400000002233,-2646.0,-949.4968492363712
317,-8708.619999999995,1662.2400000002233,-2646.0,-372.5250565097852
318,-8708.619999999995,1662.2400000002233,-2646.0,-382.93631663824374
319,-8708.619999999995,1662.2400000002233,-2646.0,-480.5838624939835
320,-8708.619999999995,1662.2400000002233,-2646.0,-699.8985698973802
321,-8708.619999999995,1662.2400000002233,-2646.0,-405.49923298037345
322,-8708.619999999995,1662.2400000002233,-2646.0,-389.4143392750693
323,-8708.619999999995,1662.2400000002233,-2646.0,-382.93631663824374
324,-8708.619999999995,1662.2400000002233,-2646.0,-389.4143392750693
325,-8708.619999999995,1662.2400000002233,-2646.0,-382.93631663824374
326,-8708.619999999995,1662.2400000002233,-2646.0,-405.49923298037345
327,-5707.180000000051,4294.769999999553,-2492.89,-1649.5235645320768
328,-5707.180000000051,4294.769999999553,-2492.89,-1980.9653239042393
329,-5707.180000000051,4294.769999999553,-2492.89,-1253.264479513679
330,-5707.180000000051,4294.769999999553,-2492.89,-295.50722419265213
331,-5707.180000000051,4294.769999999553,-2492.89,-481.6807196806499
332,-5707.180000000051,4294.769999999553,-2492.89,-462.07921968064994
333,-5707.180000000051,4294.769999999553,-2492.89,-481.6807196806499
334,-5707.180000000051,4294.769999999553,-2492.89,-667.3430514590042
335,-5707.180000000051,4294.769999999553,-2492.89,-641.1919484430974
336,-5707.180000000051,4294.769999999553,-2492.89,-481.6807196806499
337,-5707.180000000051,4294.769999999553,-2492.89,-641.1919484430974
338,-5707.180000000051,4294.769999999553,-2492.89,-1053.9719386775628
339,-5707.180000000051,4294.769999999553,-2492.89,-295.50722419265213
340,-5707.180000000051,4294.769999999553,-2492.89,-295.50722419265213
341,-5707.180000000051,4294.769999999553,-2492.89,-295.50722419265213
342,-5707.180000000051,4294.769999999553,-2492.89,-295.50722419265213
343,-6126.060000000056,2102.910000000149,-2603.24,-701.4210821834849
344,-6126.060000000056,2102.910000000149,-2603.24,-701.4210821834849
345,-6126.060000000056,2102.910000000149,-2603.24,-778.608725094262
346,-6126.060000000056,2102.910000000149,-2603.24,-446.01902947940124
347,-6126.060000000056,2102.910000000149,-2603.24,-413.21854980822707
348,-6126.060000000056,2102.910000000149,-2603.24,-415.9569850698467
349,-6126.060000000056,2102.910000000149,-2603.24,-360.69408944231094
350,-6126.060000000056,2102.910000000149,-2603.24,-415.9569850698467
351,-6126.060000000056,2102.910000000149,-2603.24,-415.9569850698467
352,-6126.060000000056,2102.910000000149,-2603.24,-422.5954454357628
353,-6126.060000000056,2102.910000000149,-2603.24,-422.5954454357628
354,-6126.060000000056,2102.910000000149,-2603.24,-415.9569850698467
355,-6126.060000000056,2102.910000000149,-2603.24,-415.6469294794013
356,-6126.060000000056,2102.910000000149,-2603.24,-413.21854980822707
357,-6126.060000000056,2102.910000000149,-2603.24,-415.9569850698467
358,-6126.060000000056,2102.910000000149,-2603.24,-413.21854980822707
359,-6126.060000000056,2102.910000000149,-2603.24,-415.9569850698467
360,-6126.060000000056,2102.910000000149,-2603.24,-415.9569850698467
361,-7326.150000000023,2105.8300000000745,-2604.52,-1013.5801666666666
362,-7326.150000000023,2105.8300000000745,-2604.52,-1695.3574274035182
363,-7326.150000000023,2105.8300000000745,-2604.52,-1221.9007386293295
364,-7326.150000000023,2105.8300000000745,-2604.52,-1006.8932626259748
365,-7326.150000000023,2105.8300000000745,-2604.52,-841.5806430918752
366,-7326.150000000023,2105.8300000000745,-2604.52,-808.9706419460674
367,-7326.150000000023,2105.8300000000745,-2604.52,-825.5258230649303
368,-7326.150000000023,2105.8300000000745,-2604.52,-859.6240560355494
369,-7326.150000000023,2105.8300000000745,-2604.52,-454.2476436197072
370,-7326.150000000023,2105.8300000000745,-2604.52,-628.5609637701671
371,-7326.150000000023,2105.8300000000745,-2604.52,-858.8783421219287
372,-7326.150000000023,2105.8300000000745,-2604.52,-797.6645015092021
373,-7326.150000000023,2105.8300000000745,-2604.52,-415.5155827336547
374,-7326.150000000023,2105.8300000000745,-2604.52,-454.2476436197072
375,-7326.150000000023,2105.8300000000745,-2604.52,-485.78381558617866
376,-7326.150000000023,2105.8300000000745,-2604.52,-454.2476436197072
377,-7326.150000000023,2105.8300000000745,-2604.52,-380.7072123892687
378,-6748.719999999972,2502.5,-2579.88,-913.0112738361911
379,-6748.719999999972,2502.5,-2579.88,-1818.4641124906252
380,-6748.719999999972,2502.5,-2579.88,-1404.5409433732746
381,-6748.719999999972,2502.5,-2579.88,-1451.914224015238
382,-6748.719999999972,2502.5,-2579.88,-1296.34222286943
383,-6748.719999999972,2502.5,-2579.88,-1296.34222286943
384,-6748.719999999972,2502.5,-2579.88,-1296.34222286943
385,-6748.719999999972,2502.5,-2579.88,-1531.3261414081535
386,-6748.719999999972,2502.5,-2579.88,-377.6805326325769
387,-6748.719999999972,2502.5,-2579.88,-514.2064819634091
388,-6748.719999999972,2502.5,-2579.88,-655.8769747468453
389,-6748.719999999972,2502.5,-2579.88,-678.4629330349455
390,-6748.719999999972,2502.5,-2579.88,-267.10634894414994
391,-6748.719999999972,2502.5,-2579.88,-360.7912498672928
392,-6748.719999999972,2502.5,-2579.88,-392.3274218337642
393,-6748.719999999972,2502.5,-2579.88,-360.7912498672928
394,-6748.719999999972,2502.5,-2579.88,-267.10634894414994
